SOURCELONG:Gozzilioni Dungeons Master's Guide	SOURCESHORT:DMG	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07										
1				ABILITY:Expert Class Feature|AUTOMATIC|Expert ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ExpertProficiencies									
1				ABILITY:Expert Class Feature|AUTOMATIC|Expert ~ Skill|!PREABILITY:1,CATEGORY=ACF,TYPE.ExpertSkill									
1				ABILITY:Expert Class Feature|AUTOMATIC|Expert ~ Skill Level									
													
CLASS:Warrior	HD:8	TYPE:NPC.Base	FACT:Abb|War	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|NPC	ROLE:Combat	DEFINE:WarriorLVL|0	BONUS:VAR|WarriorLVL|CL
CLASS:Warrior	STARTSKILLPTS:2	CSKILL:Climb|Handle Animal|Intimidate|Jump|Ride|Swim											
1				ABILITY:Warrior Class Feature|AUTOMATIC|Warrior ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.WarriorProficiencies									
													
CLASS:Arcane Archer	HD:8	TYPE:Prestige	FACT:Abb|Arc	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ArcaneArcherLVL|0	BONUS:VAR|ArcaneArcherLVL|CL
CLASS:Arcane Archer	PRERACE:1,Elf,Half-Elf	PRETOTALAB:6	PREABILITY:2,CATEGORY=FEAT,Point Blank Shot,Precise Shot	PREABILITY:1,CATEGORY=FEAT,Weapon Focus (Longbow),Weapon Focus (Shortbow)	PRESPELLCAST:TYPE=Arcane	PRETEXT:Ability to cast 1st-level arcane spells.							
CLASS:Arcane Archer	STARTSKILLPTS:4	CSKILL:TYPE.Craft|Hide|Listen|Move Silently|Ride|Spot|Survival|Use Rope											
1				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherProficiencies									
#													
1				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Enhance Arrow|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherEnhanceArrow									
2				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Imbue Arrow|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherImbueArrow									
4				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Seeker Arrow|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherSeekerArrow									
6				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Phase Arrow|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherPhaseArrow									
8				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Hail Arrow|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherHailArrow									
10				ABILITY:Arcane Archer Class Feature|AUTOMATIC|Arcane Archer ~ Arrow of Death|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneArcherArrowOfDeath									
#
11	PREPCLEVEL:MIN=20

CLASS:Arcane Trickster	HD:4	TYPE:Prestige	FACT:Abb|Arc	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ArcaneTricksterLVL|0	BONUS:VAR|ArcaneTricksterLVL|CL
CLASS:Arcane Trickster	PREALIGN:NG,TN,NE,CG,CN,CE	PRESKILL:3,Decipher Script=7,Disable Device=7,Escape Artist=7	PRESKILL:1,Knowledge (Arcana)=4	PRESPELL:1,Mage Hand	PRESPELLCAST:TYPE=Arcane	PRETEXT:Ability to cast at least one arcane spell of 3rd level or higher.	PREABILITY:1,CATEGORY=Special Ability,Sneak Attack	PREVARGTEQ:SneakAttack,2					
CLASS:Arcane Trickster	STARTSKILLPTS:4	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disable Device|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|Open Lock|TYPE.Profession|Sense Motive|Search|Sleight of Hand|Speak Language|Spellcraft|Spot|Swim|Tumble|Use Rope											
1				ABILITY:Arcane Trickster Class Feature|AUTOMATIC|Arcane Trickster ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneTricksterProficiencies									
1				ABILITY:Arcane Trickster Class Feature|AUTOMATIC|Arcane Trickster ~ Spells per Day									
#													
1				ABILITY:Arcane Trickster Class Feature|AUTOMATIC|Arcane Trickster ~ Ranged Legerdemain|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneTricksterRangedLegerdemain									
2				ABILITY:Arcane Trickster Class Feature|AUTOMATIC|Arcane Trickster ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneTricksterSneakAttack									
3				ABILITY:Arcane Trickster Class Feature|AUTOMATIC|Arcane Trickster ~ Impromptu Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.ArcaneTricksterImpromptuSneakAttack									
#													
1	ADD:SPELLCASTER|ANY												
2	ADD:SPELLCASTER|ANY												
3	ADD:SPELLCASTER|ANY												
4	ADD:SPELLCASTER|ANY												
5	ADD:SPELLCASTER|ANY												
6	ADD:SPELLCASTER|ANY												
7	ADD:SPELLCASTER|ANY												
8	ADD:SPELLCASTER|ANY												
9	ADD:SPELLCASTER|ANY												
10	ADD:SPELLCASTER|ANY												
#
11	PREPCLEVEL:MIN=20
													
CLASS:Archmage	HD:4	TYPE:Prestige	FACT:Abb|Acm	MAXLEVEL:5	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ArchmageLVL|0	BONUS:VAR|ArchmageLVL|CL
CLASS:Archmage	PRESKILL:2,Knowledge (Arcana)=15,Spellcraft=15	PREABILITY:1,CATEGORY=FEAT,Skill Focus (Spellcraft)	PREABILITY:2,CATEGORY=FEAT,CHECKMULT,Spell Focus	PRESPELLCAST:TYPE=Arcane	PRETEXT:Ability to cast 7th-level arcane spells.	PRESPELLSCHOOL:5,Abjuration=5,Conjuration=5,Divination=5,Enchantment=5,Evocation=5,Illusion=5,Necromancy=5,Transmutation=5							
CLASS:Archmage	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Search|Spellcraft											
1				ABILITY:Archmage Class Feature|AUTOMATIC|Archmage ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ArchmageProficiencies									
1				ABILITY:Archmage Class Feature|AUTOMATIC|Archmage ~ Spells per Day									
#													
1				ABILITY:Archmage Class Feature|AUTOMATIC|Archmage ~ High Arcana|!PREABILITY:1,CATEGORY=ACF,TYPE.ArchmageHighArcana									
#													
1	ADD:SPELLCASTER|Arcane												
2	ADD:SPELLCASTER|Arcane												
3	ADD:SPELLCASTER|Arcane												
4	ADD:SPELLCASTER|Arcane												
5	ADD:SPELLCASTER|Arcane												

CLASS:Assassin	HD:6	TYPE:Prestige	FACT:Abb|Asn	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:AssassinLVL|0	BONUS:VAR|AssassinLVL|CL
CLASS:Assassin	PREALIGN:LE,NE,CE	PRESKILL:1,Disguise=4	PRESKILL:2,Hide=8,Move Silently=8	PRETEXT:The character must kill someone for no other reason than to join the assassins.									
CLASS:Assassin	STARTSKILLPTS:4	CSKILL:Balance|Bluff|Climb|TYPE.Craft|Decipher Script|Diplomacy|Disable Device|Disguise|Escape Artist|Forgery|Gather Information|Hide|Intimidate|Jump|Listen|Move Silently|Open Lock|Search|Sense Motive|Sleight of Hand|Spot|Swim|Tumble|Use Magic Device|Use Rope											
CLASS:Assassin	SPELLSTAT:INT	FACT:Spelltype|Arcane	MEMORIZE:NO		BONUS:CASTERLEVEL|Assassin|CL								
1				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinProficiencies									
1				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Spells									
#													
1				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinSneakAttack									
1				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Death Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinDeathAttack									
1				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Poison Use|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinPoisonUse									
2				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Save Bonus against Poison|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinPoisonSave									
2				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinUncannyDodge									
5				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Improved Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinImprovedUncannyDodge									
8				ABILITY:Assassin Class Feature|AUTOMATIC|Assassin ~ Hide in Plain Sight|!PREABILITY:1,CATEGORY=ACF,TYPE.AssassinHideInPlainSight									
#													
1	CAST:0,0	KNOWN:0,2											
2	CAST:0,1	KNOWN:0,3											
3	CAST:0,2,0	KNOWN:0,3,2											
4	CAST:0,3,1	KNOWN:0,4,3											
5	CAST:0,3,2,0	KNOWN:0,4,3,2											
6	CAST:0,3,3,1	KNOWN:0,4,4,3											
7	CAST:0,3,3,2,0	KNOWN:0,4,4,3,2											
8	CAST:0,3,3,3,1	KNOWN:0,4,4,4,3											
9	CAST:0,3,3,3,2	KNOWN:0,4,4,4,3											
10	CAST:0,3,3,3,3	KNOWN:0,4,4,4,4											
#
11	PREPCLEVEL:MIN=20
													
CLASS:Blackguard	HD:10	TYPE:Prestige	FACT:Abb|Blk	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	EXCHANGELEVEL:Ex-Paladin|11|10|1	DEFINE:BlackguardLVL|0	BONUS:VAR|BlackguardLVL|CL
CLASS:Blackguard	PREALIGN:LE,NE,CE	PRESKILL:1,Hide=5	PRESKILL:1,Knowledge (Religion)=2	PREABILITY:3,CATEGORY=FEAT,Cleave,Improved Sunder,Power Attack	PRETEXT:The character must have made peaceful contact with an evil outsider who was summoned by him or someone else.								
CLASS:Blackguard	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Handle Animal|Heal|Hide|Intimidate|Knowledge (Religion)|TYPE.Profession|Ride											
CLASS:Blackguard	SPELLSTAT:WIS	FACT:Spelltype|Divine	MEMORIZE:NO	KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	BONUS:CASTERLEVEL|Assassin|CL								
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardProficiencies									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Spells									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin|PRECLASS:1,Ex-Paladin=1									
#													
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Smite Good|PRECLASS:1,Ex-Paladin=1									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Lay on Hands|PRECLASS:1,Ex-Paladin=3									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Sneak Attack|PRECLASS:1,Ex-Paladin=5									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Fiendish Summoning|PRECLASS:1,Ex-Paladin=7									
5				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Undead Companion|PRECLASS:1,Ex-Paladin=9									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fallen Paladin ~ Favored of the Dark|PRECLASS:1,Ex-Paladin=11									
#													
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Aura of Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardAuraOfEvil									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Detect Good|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardDetectGood									
1				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Poison Use|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardPoisonUse									
2				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Dark Blessing|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardDarkBlessing									
2				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Smite Good|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardSmiteGood									
3				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Command Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardCommandUndead									
3				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Aura of Despair|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardAuraOfDespair									
4				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Sneak Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardSneakAttack									
5				ABILITY:Blackguard Class Feature|AUTOMATIC|Blackguard ~ Fiendish Servant|!PREABILITY:1,CATEGORY=ACF,TYPE.BlackguardFiendishServant									
#													
1	CAST:0,0												
2	CAST:0,1												
3	CAST:0,1,0												
4	CAST:0,1,1												
5	CAST:0,1,1,0												
6	CAST:0,1,1,1												
7	CAST:0,2,1,1,0												
8	CAST:0,2,1,1,1												
9	CAST:0,2,2,1,1												
10	CAST:0,2,2,2,1												
#
11	PREPCLEVEL:MIN=20

CLASS:Dragon Disciple	HD:12	TYPE:Prestige	FACT:Abb|DDi	MAXLEVEL:NOLIMIT	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonDiscipleLVL|0	BONUS:VAR|DragonDiscipleLVL|CL
CLASS:Dragon Disciple	!PRERACE:1,TYPE=Dragon	PRESKILL:1,Knowledge (Arcana)=8	PRELANG:1,Draconic	PRESPELLCAST:MEMORIZE=N	PRESPELLCAST:TYPE=Arcane								
CLASS:Dragon Disciple	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Escape Artist|Gather Information|TYPE.Knowledge|Listen|TYPE.Profession|Search|Speak Language|Spellcraft|Spot											
SUBCLASS:Black Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Line of Acid|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Blue Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Line of Lightning|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Green Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Cone of Corrosive Gas|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Red Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Cone of Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:White Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Cone of Cold|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Cold|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Brass Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Line of Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Bronze Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Line of Lightning|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Copper Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Line of Acid|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
SUBCLASS:Gold Dragon Disciple	COST:0												
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Cone of Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
