SOURCELONG:Gozzilioni Dungeons Master's Guide	SOURCESHORT:DMG	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:ClassFeatures.ArchmageClassFeatures.HighArcana.SpecialQuality	VISIBLE:YES	DESC:An archmage who selects this type of high arcana can use one of her arcane spell slots (other than a slot expended to learn this or any other type of high arcana) to permanently prepare one of her arcane spells as a spell-like ability that can be used twice per day. The archmage does not use any components when casting the spell, although a spell that costs XP to cast still does so and a spell with a costly material component instead costs her 10 times that amount in XP. This ability costs one 5th-level spell slot. The spell-like ability normally uses a spell slot of the spell's level, although the archmage can choose to make a spell modified by a metamagic feat into a spell-like ability at the appropriate spell level. For example, an archmage can make lightning bolt into a spell-like ability by using a 3rd-level spell slot to do so, or into a maximized lightning bolt by using a 6th-level spell slot. The archmage may use an available higher-level spell slot in order to use the spell-like ability more often. Using a slot three levels higher than the chosen spell allows her to use the spelllike ability four times per day, and a slot six levels higher lets her use it six times per day. For example, Hexark, a 15th-level wizard/2nd-level archmage, is a pyromaniac and never wants to be denied the ability to cast fireball, so she permanently uses a 9th-level spell slot to get fireball as a spell-like ability usable six times per day. She forfeits a 5th-level spell slot to master the ability. If spell-like ability is selected more than one time as a high arcana choice, this ability can apply to the same spell chosen the first time (increasing the number of times per day it can be used) or to a different spell.	KEY:Archmage ~ High Arcana ~ Spell-Like Abilities		PRECLASS:1,Archmage=1	PRESPELLTYPE:1,Arcane=5	DEFINE:ArcaneSpellLikeAbility|0						BONUS:VAR|ArcaneSpellLikeAbility|1				STACK:NO	MULT:YES	CHOOSE:SPELLS|SPELLTYPE=Arcane[KNOWN=YES]										SORTKEY:Class_Archmage	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An assassin's weapon training focuses on weapons suitable for stealth and sneak attacks. Assassins are proficient with the crossbow (hand, light, or heavy), dagger (any type), dart, rapier, sap, shortbow (normal and composite), and short sword. Assassins are proficient with light armor but not with shields.	KEY:Assassin ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfAssassin								SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialAttack	VISIBLE:YES	DESC:This is exactly like the rogue ability of the same name. The extra damage dealt increases by +1d6 every other level (2nd, 4th, 6th, 8th, and 10th). If an assassin gets a sneak attack bonus from another source (such as rogue levels), the bonuses on damage stack.	KEY:Assassin ~ Sneak Attack									BONUS:VAR|SneakAttackDice|AssassinLVL/2									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Death Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialAttack	VISIBLE:YES	DESC:If an assassin studies his victim for 3 rounds and then makes a sneak attack with a melee weapon that successfully deals damage, the sneak attack has the additional effect of possibly either paralyzing or killing the target (assassin's choice). While studying the victim, the assassin can undertake other actions so long as his attention stays focused on the target and the target does not detect the assassin or recognize the assassin as an enemy. If the victim of such an attack fails a Fortitude save (DC 10 + the assassin's class level + the assassin's Int modifier, DC %1) against the kill effect, she dies. If the saving throw fails against the paralysis effect, the victim's mind and body become enervated, rendering her helpless and unable to act for 1d6 rounds plus 1 round per level of the assassin. If the victim's saving throw succeeds, the attack is just a normal sneak attack. Once the assassin has completed the 3 rounds of study, he must make the death attack within the next 3 rounds. If a death attack is attempted and fails (the victim makes her save) or if the assassin does not launch the attack within 3 rounds of completing the study, 3 new rounds of study are required before he can attempt another death attack.|DeathAttackDC	KEY:Assassin ~ Death Attack				DEFINE:DeathAttackDC|0					BONUS:VAR|DeathAttackDC|10+AssassinLVL+INT	BONUS:VAR|DeathAttackDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Death Attack)								ABILITY:Ability Focus|AUTOMATIC|Death Attack								SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Poison Use	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Assassins are trained in the use of poison and never risk accidentally poisoning themselves when applying poison to a blade.	KEY:Assassin ~ Poison Use																										SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 1st level, an assassin gains the ability to cast a number of arcane spells. To cast a spell, an assassin must have an Intelligence score of at least 10 + the spell's level, so an assassin with an Intelligence of 10 or lower cannot cast these spells. Assassin bonus spells are based on Intelligence, and saving throws against these spells have a DC of 10 + spell level + the assassin's Intelligence bonus (if any). When the assassin gets 0 spells per day of a given spell level (for instance, 1st-level spells for a 1st-level assassin), he gains only the bonus spells he would be entitled to based on his Intelligence score for that spell level. The assassin's spell list appears below. An assassin casts spells just as a bard does. Upon reaching 6th level, at every even-numbered level after that (8th and 10th), an assassin can choose to learn a new spell in place of one he already knows. The new spell's level must be the same as that of the spell being exchanged, and it must be at least two levels lower than the highest-level assassin spell the assassin can cast. For instance, upon reaching 6th level, an assassin could trade in a single 1st-level spell (two spell levels below the highestlevel sorcerer spell he can cast, which is 3rd) for a different 1stlevel spell. At 8th and 10th levels, he could trade in a single 1stlevel or 2nd-level spell (since he now can cast 4th-level assassin spells) for a different spell of the same level. An assassin may swap only a single spell at any given level, and must choose whether or not to swap the spell at the same time that he gains new spells known for that level.	KEY:Assassin ~ Spells																										SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Save Bonus against Poison	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 1st level, an assassin gains the ability to cast a number of arcane spells. To cast a spell, an assassin must have an Intelligence score of at least 10 + the spell's level, so an assassin with an Intelligence of 10 or lower cannot cast these spells. Assassin bonus spells are based on Intelligence, and saving throws against these spells have a DC of 10 + spell level + the assassin's Intelligence bonus (if any). When the assassin gets 0 spells per day of a given spell level (for instance, 1st-level spells for a 1st-level assassin), he gains only the bonus spells he would be entitled to based on his Intelligence score for that spell level. The assassin's spell list appears below. An assassin casts spells just as a bard does. Upon reaching 6th level, at every even-numbered level after that (8th and 10th), an assassin can choose to learn a new spell in place of one he already knows. The new spell's level must be the same as that of the spell being exchanged, and it must be at least two levels lower than the highest-level assassin spell the assassin can cast. For instance, upon reaching 6th level, an assassin could trade in a single 1st-level spell (two spell levels below the highestlevel sorcerer spell he can cast, which is 3rd) for a different 1stlevel spell. At 8th and 10th levels, he could trade in a single 1stlevel or 2nd-level spell (since he now can cast 4th-level assassin spells) for a different spell of the same level. An assassin may swap only a single spell at any given level, and must choose whether or not to swap the spell at the same time that he gains new spells known for that level.	KEY:Assassin ~ Save Bonus against Poison				DEFINE:PoisonSaveBonus|0					BONUS:VAR|PoisonSaveBonus|AssassinLVL/2	BONUS:VAR|PoisonResistanceBonus|PoisonSaveBonus|TYPE=Natural								ABILITY:Special Ability|AUTOMATIC|Resistance To Poison								SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:Starting at 2nd level, an assassin gains the ability to react to danger before his senses would normally allow him to even be aware of it. He retains his Dexterity bonus to AC (if any) regardless of being caught flat-footed or struck by an invisible attacker. (He still loses any Dexterity bonus to AC if immobilized.) If a character gains uncanny dodge from a second class (such as a barbarian/rogue), the character automatically gains improved uncanny dodge (see below).	KEY:Assassin ~ Uncanny Dodge									BONUS:VAR|UncannyDodgeFlankingLevel|AssassinLVL|TYPE=EachClass.REPLACE																	SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Improved Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:At 5th level, an assassin can no longer be flanked, since he can react to opponents on opposite sides of him as easily as he can react to a single attacker. This defense denies rogues the ability to use flank attacks to sneak attack the assassin. The exception to this defense is that a rogue at least four levels higher than the assassin can flank him (and thus sneak attack him). If a character gains uncanny dodge (see above) from a second class (such as a barbarian/rogue), the character automatically gains improved uncanny dodge, and the levels from those classes stack to determine the minimum rogue level required to flank the character.	KEY:Assassin ~ Improved Uncanny Dodge																										SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Hide in Plain Sight	CATEGORY:Special Ability	TYPE:ClassFeatures.AssassinClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 8th level, an assassin can use the Hide skill even while being observed. As long as he is within 10 feet of some sort of shadow, an assassin can hide himself from view in the open without having anything to actually hide behind. He cannot, however, hide in his own shadow.	KEY:Assassin ~ Hide in Plain Sight																		ABILITY:Special Ability|AUTOMATIC|Hide in Plain Sight								SORTKEY:Class_Assassin	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Blackguards are proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Blackguard ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Aura of Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The power of a blackguard's aura of evil (see the detect evil spell) is equal to his class level plus his cleric level, if any.	KEY:Blackguard ~ Aura of Evil				DEFINE:AlignmentAura|0					BONUS:VAR|AlignmentAura|BlackguardLVL+ClericLVL									ABILITY:Special Ability|VIRTUAL|Aura of Evil								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Detect Good	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, a blackguard can use detect good as a spell-like ability, duplicating the effect of the detect good spell.	KEY:Blackguard ~ Detect Good				DEFINE:DetectGoodLVL|0					BONUS:VAR|DetectGoodLVL|BlackguardLVL									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DetectGoodLVL|Detect Good								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Poison Use	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Blackguards are skilled in the use of poison and never risk accidentally poisoning themselves when applying poison to a blade.	KEY:Blackguard ~ Poison Use																										SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A blackguard has the ability to cast a small number of divine spells. To cast a blackguard spell, a blackguard must have a Wisdom score of at least 10 + the spell's level, so a blackguard with a Wisdom of 10 or lower cannot cast these spells. Blackguard bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the blackguard's Wisdom modifier. When the blackguard gets 0 spells per day of a given spell level (for instance, 1st-level spells for a 1st-level blackguard), he gains only the bonus spells he would be entitled to based on his Wisdom score for that spell level. The blackguard's spell list appears below. A blackguard has access to any spell on the list and can freely choose which to prepare, just as a cleric. A blackguard prepares and casts spells just as a cleric does (though a blackguard cannot spontaneously cast cure or inflict spells).	KEY:Blackguard ~ Spells																										SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Dark Blessing	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A blackguard applies his Charisma modifier (if positive) as a bonus on all saving throws.	KEY:Blackguard ~ Dark Blessing									BONUS:SAVE|ALL|max(CHA,0)																	SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Smite Good	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once a day, a blackguard of 2nd level or higher may attempt to smite good with one normal melee attack. He adds his Charisma modifier (if positive) to his attack roll and deals 1 extra point of damage per class level. For example, a 9th-level blackguard armed with a longsword would deal 1d8+9 points of damage, plus any additional bonuses from high Strength or magical effects that normally apply. If a blackguard accidentally smites a creature that is not good, the smite has no effect but it is still used up for that day. At 5th level, and again at 10th level, a blackguard may smite good one additional time per day.	KEY:Blackguard ~ Smite Good									BONUS:VAR|SmiteGoodToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|SmiteGoodDamage|BlackguardLVL	BONUS:VAR|SmiteGood|(BlackguardLVL/5)+1							ABILITY:Special Ability|VIRTUAL|Smite Good								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Command Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When a blackguard reaches 3rd level, he gains the supernatural ability to command and rebuke undead (see the Player's Handbook, page 159). He commands undead as would a cleric of two levels lower.	KEY:Blackguard ~ Command Undead									BONUS:ABILITYPOOL|Turn Undead|1|TYPE=ClassAbility	BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|BlackguardLVL-2|TYPE=Level.REPLACE								ABILITY:Special Ability|AUTOMATIC|Basic Turning								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Aura of Despair	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Beginning at 3rd level, the blackguard radiates a malign aura that causes enemies within 10 feet of him to take a -2 penalty on all saving throws.	KEY:Blackguard ~ Aura of Despair									TEMPDESC:Enemies within 10 feet of a Blackguard 3rd level take a -2 penalty on all saving throws.	TEMPBONUS:ANYPC|SAVE|ALL|-2|TYPE=Penalty.STACK																SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialAttack	VISIBLE:YES	DESC:This ability, gained at 4th level, is like the rogue ability of the same name. The extra damage increases by +1d6 every third level beyond 4th (7th and 10th). If a blackguard gets a sneak attack bonus from another source (such as rogue levels), the bonuses on damage stack.	KEY:Blackguard ~ Sneak Attack									BONUS:VAR|SneakAttackDice|(BlackguardLVL-1)/3									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Fiendish Servant	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Upon or after reaching 5th level, a blackguard can call a fiendish bat, cat, dire rat, horse, pony, raven, or toad to serve him. (See the Monster Manual for these creatures' basic statistics.) This creature may be used as a guardian (such as a bat), a helper (such as a cat), or a mount (such as a horse). The blackguard's servant further gains HD and special abilities based on the blackguard's character level (see the table). A blackguard may have only one fiendish servant at a time. Should the blackguard's servant die, he may call for another one after a year and a day. The new fiendish servant has all the accumulated abilities due a servant of the blackguard's current level.	KEY:Blackguard ~ Fiendish Servant									BONUS:VAR|FiendishServantLVL|TL									ABILITY:Internal|AUTOMATIC|Fiendish Servant (Base)								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Fallen Paladin	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Blackguards who have levels in the paladin class (that is to say, are now ex-paladins) gain extra abilities the more levels of paladin they have. Those who have tasted the light of goodness and justice and turned away make the foulest villains. A fallen paladin who becomes a blackguard gains all of the following abilities that apply, according to the number of paladin levels the character has.	KEY:Blackguard ~ Fallen Paladin																										SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Smite Good	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Smite good 1/day. 2 times at 5th, 3 at 9th (This is in addition to the ability granted to all blackguards at 2nd level, so that a fallen paladin blackguard can smite good a total of twice per day.)	KEY:Blackguard ~ Fallen Paladin ~ Smite Good									BONUS:VAR|SmiteGoodToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|SmiteGoodDamage|PaladinLVL	BONUS:VAR|SmiteGood|(PaladinLVL+3)/4							ABILITY:Special Ability|VIRTUAL|Smite Good								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Lay on Hands	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once per day, the blackguard can use this supernatural ability to cure himself or his fiendish servant of damage equal to his Charisma bonus × his level.	KEY:Blackguard ~ Fallen Paladin ~ Lay on Hands									BONUS:VAR|LayOnHandsLVL|BlackguardLVL*CHA																	SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Sneak attack damage increased by +1d6.	KEY:Blackguard ~ Fallen Paladin ~ Sneak Attack									BONUS:VAR|SneakAttackDice|1																	SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Fiendish Summoning	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once per day, the blackguard can use a summon monster I spell to call forth an evil creature. For this spell, the caster level is double the blackguard's class level.	KEY:Blackguard ~ Fallen Paladin ~ Fiendish Summoning				DEFINE:FiendishSummoningTimes|0	DEFINE:FiendishSummoningLVL|0				BONUS:VAR|FiendishSummoningTimes|1	BONUS:VAR|FiendishSummoningLVL|BlackguardLVL*2								SPELLS:Innate|TIMES=FiendishSummoningTimes|CASTERLEVEL=FiendishSummoningLVL|Blackguard ~ Summon Monster I								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Undead Companion	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Upon or after reaching 5th level, a blackguard can call a fiendish bat, cat, dire rat, horse, pony, raven, or toad to serve him. (See the Monster Manual for these creatures' basic statistics.) This creature may be used as a guardian (such as a bat), a helper (such as a cat), or a mount (such as a horse). The blackguard's servant further gains HD and special abilities based on the blackguard's character level (see the table). A blackguard may have only one Undead Companion at a time. Should the blackguard's servant die, he may call for another one after a year and a day. The new Undead Companion has all the accumulated abilities due a servant of the blackguard's current level.	KEY:Blackguard ~ Fallen Paladin ~ Undead Companion									BONUS:VAR|UndeadCompanionLVL|TL									ABILITY:Internal|AUTOMATIC|Undead Companion (Base)								SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Favored of the Dark	CATEGORY:Special Ability	TYPE:ClassFeatures.BlackguardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Evil deities like nothing more than to see a pure heart corrupted, and thus a fallen paladin of this stature immediately gains a blackguard level for each level of paladin he trades in.	KEY:Blackguard ~ Fallen Paladin ~ Favored of the Dark																										SORTKEY:Class_Blackguard	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dragon disciples gain no proficiency with any weapon or armor.	KEY:Dragon Disciple ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dragon disciples gain bonus spells as they gain levels in this prestige class, as if from having a high ability score, as given on Table 6-7. A bonus spell can be added to any level of spells the disciple already has the ability to cast. If a character has more than one spellcasting class, he must decide to which class he adds each bonus spell as it is gained. Once a bonus spell has been applied, it cannot be shifted.	KEY:Dragon Disciple ~ Bonus Spells				DEFINE:BonusSpellsCount|0					BONUS:ABILITYPOOL|Bonus Spell|BonusSpellsCount	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,1	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,2	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,4	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,5					BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,6	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,8	BONUS:VAR|BonusSpellsCount|1|PREVARGTEQ:DragonDiscipleLVL,9						SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 1			PRESPELLTYPE:1,Arcane=1						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=1|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 2			PRESPELLTYPE:1,Arcane=2						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=2|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 3			PRESPELLTYPE:1,Arcane=3						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=3|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 4			PRESPELLTYPE:1,Arcane=4						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=4|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 5			PRESPELLTYPE:1,Arcane=5						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=5|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 6			PRESPELLTYPE:1,Arcane=6						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=6|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 7			PRESPELLTYPE:1,Arcane=7						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=7|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 8			PRESPELLTYPE:1,Arcane=8						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=8|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Bonus Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.BonusSpell.SpecialQuality	VISIBLE:DISPLAY		KEY:Dragon Disciple ~ Bonus Spells ~ LVL 9			PRESPELLTYPE:1,Arcane=9						BONUS:SPELLCAST|CLASS=%LIST;LEVEL=9|1					STACK:YES	MULT:YES	CHOOSE:CLASS|PC,SPELLTYPE=Arcane										SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Natural Armor Increase	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st, 4th, and 7th level, a dragon disciple becomes more draconic in appearance. His skin develops tiny iridescent scales, nearly invisible at first but becoming more noticeable at higher levels. This provides an increase to the character's existing natural armor (if any), as indicated on Table 6-7 (the numbers represent the total increase gained to that point). As his skin thickens, a dragon disciple takes on more and more of his progenitor's physical aspect.	KEY:Dragon Disciple ~ Natural Armor Increase				DEFINE:NaturalArmorIncreaseBonus|0					BONUS:COMBAT|AC|NaturalArmorIncreaseBonus|TYPE=NaturalArmor.STACK	BONUS:VAR|NaturalArmorIncreaseBonus|(DragonDiscipleLVL+2)/3																SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Claws and Bite	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a dragon disciple gains claw and bite attacks if he does not already have them. Use the values above or the disciple's base claw and bite damage values, whichever are greater. A dragon disciple is considered proficient with these attacks. When making a full attack, a dragon disciple uses his full base attack bonus with his bite attack but takes a -5 penalty on claw attacks. The Multiattack feat (see page 304 of the Monster Manual) reduces this penalty to only -2.	KEY:Dragon Disciple ~ Claws and Bite																		TEMPLATE:Dragon Disciple ~ Claws and Bite								SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As a dragon disciple gains levels in this prestige class, his ability scores increase as noted on Table 6-7. These increases stack and are gained as if through level advancement.	KEY:Dragon Disciple ~ Ability Boost				DEFINE:AbilityBoostCount|0					BONUS:STAT|STR|2|PREVARGTEQ:DragonDiscipleLVL,2	BONUS:STAT|STR|2|PREVARGTEQ:DragonDiscipleLVL,4	BONUS:STAT|CON|2|PREVARGTEQ:DragonDiscipleLVL,6	BONUS:STAT|INT|2|PREVARGTEQ:DragonDiscipleLVL,8														SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
